,time,amp,amp_fft
55,152.735,(39.999999999999964+9.547102298009203e-15j),(-4770.493457048731+4613.863452821253j)
56,155.512,(36.999999999999886+1.5826467095044517e-14j),(5862.322358747644+12.433279775053506j)
57,158.28900000000002,(35.000000000000135+3.688931366204823e-14j),(-2630.0586423860636+5819.846082690181j)
58,161.066,(32.00000000000011-2.7877759272832245e-14j),(-3049.3085385372997-5182.229377955894j)
59,163.84300000000002,(30.999999999999925-1.2502326606174734e-14j),(-5136.58286939274-531.6599492767477j)
60,166.62,(32.999999999999986-2.9171308232370954e-15j),(-2790.381666755962-1576.702044386468j)
61,169.39700000000002,(36.99999999999993-2.146969806551536e-14j),(-311.577808387329+2589.701501274321j)
62,172.174,(34.00000000000003-5.986942523359571e-14j),(-161.23900475065534+2572.206116749801j)
63,174.95100000000002,(31.000000000000085-1.8939561962509053e-14j),(-3121.1160042500874-5747.916336676991j)
64,177.728,(28.999999999999805-3.066532473444691e-14j),(1109.7236800705273-3861.521666027966j)
65,180.505,(29.99999999999997-1.0691903327297084e-14j),(-4795.7755324118325-4872.833370888596j)
66,183.282,(31.99999999999998-4.8589192613678745e-14j),(2500.6538537831275+2081.509643814815j)
67,186.059,(31.00000000000007+6.613626573708194e-15j),(-4609.629037125356+647.3811585635017j)
68,188.836,(31.00000000000018-5.498455868616994e-14j),(4405.376683141389-3606.6490226818387j)
69,191.613,(27.99999999999979-3.222741358742744e-14j),(1058.6744060328492-4201.896850875852j)
70,194.39000000000001,(27.000000000000114-4.5275170324773766e-14j),(2676.2287290037434-3935.2734941717767j)
71,197.167,(22.99999999999996+6.082578391877971e-15j),(-863.2184591785647+81.93709911092037j)
72,199.94400000000002,(24.000000000000075-2.1916631236910108e-14j),(-1477.4940027650237+1375.5773519508127j)
73,202.721,(27.000000000000075-2.0145240577669304e-14j),(3116.996483316436-2067.034587862277j)
74,205.49800000000002,(27.999999999999876-2.2592110926341962e-14j),(4420.90168785362+1159.2101074036946j)
75,208.275,(25.999999999999986-8.769791728838124e-15j),(3282.496130613272-3538.387424774025j)
76,211.05200000000002,(22.99999999999998-1.97973197302276e-15j),(578.8844432147754+2752.6196566812137j)
77,213.829,(21.000000000000114-1.3360632017864086e-14j),(-3026.017216536283-1768.0321544494966j)
78,216.60600000000002,(21.000000000000103+3.271837092278876e-15j),(2417.9090756030614+3210.1800719161447j)
79,219.383,(21.999999999999922-1.1015611780138112e-14j),(1821.8123989013648+1114.837832062943j)
80,222.16000000000003,(25.999999999999996+2.459920357115443e-14j),(3800.833101982256+2010.438316254721j)
81,224.937,(22.999999999999876-5.7694609054996e-16j),(-728.623747068688+298.13256268172586j)
82,227.714,(22.000000000000146+2.376390064484054e-14j),(-2672.932587606706-638.1889162100591j)
83,230.491,(16.00000000000005+4.676809145398735e-15j),(-267.0767921670947+790.6448835653246j)
84,233.268,(19.99999999999998+1.836303043159206e-14j),(-1037.8193218049785+3557.1438190892627j)
85,236.04500000000002,(18.999999999999943+1.8130266185112355e-14j),(2170.050558115207+1445.4923564344463j)
86,238.822,(20.99999999999993+4.234306291171847e-14j),(-1969.5528176477292+1555.5229321763175j)
87,241.59900000000002,(17-5.96552473891425e-14j),(-819.6335348605983-3708.403105043083j)
88,244.376,(16.000000000000117+4.69196181856344e-16j),(-2151.3434634587356+981.1873616363246j)
89,247.15300000000002,(14.999999999999819-1.6127464198898115e-14j),(-1523.7265100826946-42.78281886471572j)
90,249.93,(16.999999999999943-4.0485674267023815e-14j),(-478.9335487913751+2531.0820783993795j)
91,252.70700000000002,(20.99999999999995-3.2980757472197596e-14j),(-837.9188965846346-748.5811227616414j)
92,255.484,(18.000000000000146+3.56757045811428e-14j),(-157.47622319862577-2814.969048386901j)
93,258.261,(18.000000000000227+4.482152020762774e-14j),(-395.12974502702264-1786.3504607796292j)
94,261.038,(14.999999999999782-1.2310822772879073e-14j),(-2091.807697105424-945.1539879736565j)
95,263.815,(16.000000000000103+4.4315476686551645e-15j),(35.57876838628607+816.3752449921357j)
96,266.592,(18.99999999999993+9.508059025178737e-15j),(-1369.1560430429736-447.83107700138777j)
97,269.369,(25.000000000000117+4.362851483924589e-14j),(2690.84522812283-2379.5973117509416j)
98,272.146,(25.000000000000075+1.3179400213687393e-14j),(-18.159837896439512-1408.9561505832114j)
99,274.923,(23.99999999999986-1.4883999069522657e-14j),(453.08439291319473-2003.597196179671j)
100,277.7,(27.000000000000075+1.2964741770127384e-14j),(-1104.7940820149447+532.4547172872176j)
101,280.47700000000003,(25.999999999999957-1.845415603663587e-14j),(166.02471268525994-698.4384959218321j)
102,283.254,(28.000000000000124+7.663046913891908e-16j),(2029.845190561119-446.1404741121198j)
103,286.031,(33.00000000000008-4.354766363444315e-15j),(1931.413209786965-525.7862585552482j)
104,288.808,(32.99999999999998-1.9189874096406595e-14j),(624.7998151793315-1327.628045465482j)
105,291.58500000000004,(28.000000000000075-2.7026808577122677e-14j),(-61.46933783513481+511.43029087539315j)
106,294.362,(25.999999999999922-1.1453258721263201e-14j),(-719.8595528725938-482.563686983304j)
107,297.139,(22.00000000000003-4.211231187297793e-14j),(2233.481313948244+1027.2561589499612j)
108,299.916,(28.000000000000075+2.3859908460706554e-14j),(853.6944832024486+351.47133652646414j)
109,302.69300000000004,(28.000000000000014-8.806495518433339e-15j),(1507.103685184087-68.10880589769681j)
110,305.47,(27.99999999999982+1.3684648740307891e-14j),(-876.6887075809949+14.543016876049023j)
111,308.247,(21.99999999999998-6.802182374397698e-15j),(-204.26170124276902-43.99353941502369j)
112,311.024,(20.00000000000013+1.0401412804290457e-14j),(307.22229779129793+1208.0642836222462j)
113,313.801,(17.000000000000124-1.5284103937928967e-14j),(613.6507371294356+1073.6063349713118j)
114,316.57800000000003,(19.99999999999978-2.590881722217688e-14j),(617.2219904232899+113.96871022399586j)
115,319.355,(20.999999999999826-5.539153266331878e-15j),(-575.0950156493036+260.64517194940186j)
116,322.132,(20.99999999999988-7.662482259510712e-16j),(-846.7903678601494-936.4743435493648j)
117,324.909,(13.00000000000011+5.398171759328249e-15j),(-199.48958944038986+1164.0346924776918j)
118,327.68600000000004,(5.000000000000069+5.689298186038984e-15j),(-521.472057915262+521.181727034374j)
119,330.463,(4.999999999999875-2.6684419189594548e-14j),(454.9276633633226+830.1604020528322j)
120,333.24,(4.999999999999906-3.7504022872564783e-14j),(-850.7215352505089-609.512024885312j)
121,336.017,(5.9999999999999005+4.102954348045679e-15j),(-136.05965772786257-821.9671459392736j)
122,338.79400000000004,(7.000000000000106-3.109208241568594e-14j),(-603.1187606726025-34.62253922655185j)
123,341.571,(7.000000000000133-1.1742683446986692e-14j),(-738.7216155990639+469.60912822675436j)
124,344.348,(7.000000000000035+1.15477392357756e-14j),(-88.06010553272296+17.153610421696555j)
125,347.125,(5.000000000000129-2.7615241830476554e-14j),(-415.6259377015538-325.1284630184958j)
126,349.90200000000004,(5.999999999999875-5.270022467889009e-15j),(158.49025763403006-1393.8366790122654j)
127,352.67900000000003,(9.000000000000083+3.628359331484806e-15j),(-380.8074838555026-133.76459794280413j)
128,355.456,(5.999999999999974+1.5500152741346022e-14j),(-619.0758318673527-612.8675512128835j)
129,358.233,(1.0000000000001223-6.232654245616707e-15j),(-11.816108261427189+345.6770246152174j)
130,361.01,(2.9999999999998943-4.060988127881252e-15j),(31.61295124477391-695.8055072045086j)
131,363.78700000000003,(1.999999999999829+1.070604426731954e-14j),(788.4423700679488-711.7667833756989j)
132,366.564,(6.000000000000046+2.293539897182722e-14j),(7.21632391739297-627.6248793492284j)
133,369.341,(5.000000000000156-2.971306541842652e-15j),(-262.35405579810424-421.11955775187283j)
134,372.118,(1.999999999999836+2.9367096071667733e-14j),(24.92087576197852-57.834569659590926j)
135,374.89500000000004,(-4.00000000000002-1.921531457744097e-14j),(101.94595446652426-124.29009394404966j)
136,377.672,(-7.000000000000106+3.643678936543965e-14j),(1080.4456920677342-457.74855768067147j)
137,380.449,(-4.999999999999856-2.755714951173456e-15j),(209.13136009833994-173.11027290579295j)
138,383.226,(-1.9999999999998264-1.65337819768596e-14j),(272.31390117172367-789.9901113087847j)
139,386.00300000000004,(-7.999999999999999-1.1412237483933418e-14j),(-32.939346241390126+166.69414243956024j)
140,388.78000000000003,(-8.000000000000021+1.488421275775641e-14j),(167.6501619203234-140.273047059857j)
141,391.557,(-10.000000000000114+1.6470517357266486e-14j),(774.1412096977866+228.3602538623585j)
142,394.334,(-10.999999999999867-1.1742206991728823e-14j),(386.8937230689022-41.6639121281363j)
143,397.11100000000005,(-9.999999999999972-1.0694088410070878e-14j),(325.23688900990624-295.11516553782474j)
144,399.88800000000003,(-10.000000000000204+1.884268615655392e-14j),(61.955697207586354+39.634004006510224j)
145,402.665,(-7.000000000000018-1.1701515468961187e-14j),(-164.67546354499052+40.060420032157396j)
146,405.442,(-9.000000000000215+7.970679612356964e-15j),(743.6849981032287+437.9410802165032j)
147,408.219,(-11.999999999999877-1.1232160905690589e-14j),(122.41798129978815+326.7415301211877j)
148,410.99600000000004,(-11.999999999999917+3.0520595273596197e-14j),(527.7232236414386-226.22290294195324j)
149,413.773,(-13.000000000000028-1.0428211646060147e-14j),(-228.57950263269151+18.587028656992516j)
150,416.55,(-13.999999999999957+1.7508062688357654e-14j),(-154.7733117003648-233.48523672364206j)
151,419.327,(-12.000000000000048+2.8190077663936344e-15j),(41.45763888235274+554.6088735851017j)
152,422.10400000000004,(-11.99999999999989+6.3046125249554255e-15j),(-81.01041587196812+382.2799108553951j)
153,424.88100000000003,(-15.999999999999895+1.3426022973666358e-14j),(300.44925843623764+62.350958426807324j)
154,427.658,(-19.00000000000003-3.0019681598634936e-15j),(-33.916383744236356-137.98766203678133j)
155,430.435,(-17.999999999999936+5.97675510426197e-15j),(-253.06318417973233-450.4878133463576j)
156,433.21200000000005,(-20.000000000000117+4.154568601704453e-14j),(-118.39430740918397+326.1975326463029j)
157,435.98900000000003,(-13.999999999999927+2.0121010585579214e-14j),(-403.9558205331096+219.65066537243808j)
158,438.766,(-8.999999999999885-1.7291682782322635e-14j),(316.489562080823+252.94780215235625j)
159,441.543,(-8.99999999999995-2.269566916995034e-14j),(-150.78068006715853-151.3171635002118j)
160,444.32000000000005,(-12.000000000000192-7.415065439414962e-15j),(268.00351918674016-513.7522670959675j)
161,447.09700000000004,(-24.000000000000043-2.849152165459919e-14j),(-302.56208175748964-100.49878686264287j)
162,449.874,(-37.99999999999984-1.51180008289906e-14j),(-361.6037217699218-78.12790772073515j)
163,452.651,(-47.999999999999865-1.4205132738671756e-14j),(146.79629104759056+60.36829124614616j)
164,455.428,(-70.0000000000002+5.051734755224557e-14j),(218.13125475406184-9.59577877774143j)
165,458.20500000000004,(-115.00000000000011-2.8220009361752395e-14j),(572.2743759259209-439.260737683942j)
166,460.982,(-176.0000000000001-4.4435687496404607e-17j),(367.2351137272137+89.28091542776997j)
167,463.759,(-233.9999999999999-1.6974468436100023e-14j),(-1109.3072836554027-1194.6228844853913j)
168,466.536,(-259.9999999999999-1.1273597994275758e-14j),(-204.43298668534908+18.834252192172272j)
169,469.31300000000005,(-257.00000000000017+4.235832426290091e-14j),(-70.87569777037766-244.42600571395792j)
170,472.09000000000003,(-228.0000000000001-4.365081491484765e-15j),(491.91414580358037-21.001418794978235j)
171,474.867,(-180.0000000000001-2.6841091787494612e-14j),(74.27017309804796-411.01535722922324j)
172,477.644,(-107.99999999999986-1.010919493114364e-14j),(-22.87991561995193-604.1368681423374j)
173,480.42100000000005,(6.000000000000106+1.505291550117628e-14j),(-44.299804570860886-164.8007162614079j)
174,483.19800000000004,(154.00000000000006-2.011885001432994e-14j),(-65.27382202883211+69.87371698675463j)
175,485.975,(272+8.18286024534981e-15j),(564.5027883719606-14.05594092807894j)
176,488.752,(357.00000000000006+4.474632312783426e-14j),(83.35021326650855-55.564199958602444j)
177,491.529,(356.0000000000001+1.419020292904031e-15j),(366.07056483988924-690.6312833774332j)
178,494.30600000000004,(243.00000000000014+1.674198814199446e-14j),(-49.43318381143081-110.79351335784372j)
179,497.083,(123.99999999999994-7.806167781863768e-15j),(121.79794095605973-105.0778968995553j)
180,499.86,(45.000000000000036-2.9537916907693924e-14j),(110.99047772298434+511.28635184050074j)
181,502.637,(10.999999999999876+8.900159309268074e-15j),(181.98537247777736+159.35514440743464j)
182,505.41400000000004,(-0.9999999999998436-5.22557318192412e-14j),(410.0838630096098-99.46057312259694j)
183,508.19100000000003,(-4.9999999999999565-3.0057308437498104e-14j),(234.6934092963067-12.484607648372048j)
184,510.968,(-4.000000000000047-2.8697650015454726e-14j),(-166.59980540290655-48.807799699804974j)
185,513.745,(6.999999999999962-2.654617379587553e-14j),(-103.96796255024537+274.27627260414727j)
186,516.522,(19.999999999999915+2.3102051389374688e-14j),(-276.6133661610372+110.25980140959427j)
187,519.299,(16.000000000000014-3.081696172993361e-14j),(455.2343180323064+78.64254903071947j)
188,522.076,(5.000000000000087+2.8054690452575442e-14j),(-42.43611251547952+3.9051942845058534j)
189,524.8530000000001,(-11.000000000000218-1.5314963101629748e-14j),(59.13254746618392-95.55706847696888j)
190,527.63,(-17.00000000000007-2.1554808427654184e-14j),(-326.52453448642274-15.377747030438513j)
191,530.407,(-24.999999999999993-7.085259154059544e-15j),(-185.64408302449863-49.190113792069894j)
192,533.184,(-25.999999999999922-2.084787759477943e-14j),(111.08239252003983+14.442322667644163j)
193,535.961,(-21.99999999999978-2.5052514691708175e-14j),(67.36049270319131+181.00486570283533j)
194,538.738,(-22.000000000000178+1.4701072490270318e-14j),(5.165110377351141-219.43499522552167j)
195,541.515,(-27.999999999999886+1.9161150883674737e-14j),(-180.2963241490696+39.51773252129402j)
196,544.292,(-35.00000000000005-1.3382991031031964e-15j),(-267.83530629934546-233.09622983645215j)
197,547.0690000000001,(-39.99999999999994+2.848327465939012e-14j),(115.60080011094396+106.16950490294744j)
198,549.846,(-34.99999999999996+2.0873423622383227e-14j),(-62.495956687099536-125.56936759197433j)
199,552.623,(-35.000000000000156-5.0545861950919605e-15j),(68.99369027514777-92.332223685504j)
200,555.4,(-38.999999999999986-3.1050584501819475e-15j),(-92.97058314504102-309.0249018768905j)
201,558.177,(-43.000000000000036-2.5241580343468976e-14j),(16.240473505241-251.7435211428372j)
202,560.9540000000001,(-42.99999999999989+3.0382097579485754e-14j),(90.66905360950487-82.06820532491628j)
203,563.731,(-43.9999999999999-4.024300012648643e-15j),(-4.753423815248617-58.442943093258336j)
204,566.508,(-43.00000000000007-1.167869109535082e-14j),(129.27178440918448-264.07578455624895j)
205,569.2850000000001,(-42-2.0360300800234797e-14j),(3.80655866958843-135.1994481625259j)
206,572.062,(-41.00000000000011+5.907788910171606e-15j),(176.69718798199074-327.2112598348466j)
207,574.839,(-46.999999999999844+1.4965432753640746e-14j),(121.95089932122133-36.50347340453095j)
208,577.616,(-48.99999999999993+5.0920135348173555e-14j),(66.45351445619326-94.56582069472617j)
209,580.393,(-48.00000000000008-1.1029755349816309e-14j),(179.0663342098912-59.051254451310996j)
210,583.1700000000001,(-48.99999999999999-1.0144608078616739e-14j),(194.80472758728482-145.77495845419142j)
211,585.947,(-44.000000000000085-1.6488174076078965e-14j),(260.0473358952716-171.1456162652338j)
212,588.724,(-46.999999999999986+6.597451665998061e-15j),(172.9141445376345+1.8126744797367564j)
213,591.501,(-47.99999999999993+3.0977280999121904e-14j),(24.802260290826837-27.24024810205189j)
214,594.278,(-51.000000000000234+3.7237325036291006e-14j),(161.73439630584681-66.29004130299681j)
215,597.0550000000001,(-56.00000000000012-3.48253302525936e-14j),(133.9967273358601-51.843530562814564j)
216,599.832,(-55-5.927206956648148e-15j),(203.63117880518993-101.312771270216j)
217,602.609,(-50.99999999999993-6.621835403237765e-15j),(25.023123062404643-40.01804145903862j)
218,605.3860000000001,(-49.999999999999766+3.2815196306677344e-14j),(74.53325294293663-4.851508943245602j)
219,608.163,(-55.00000000000015+3.3047009119571983e-15j),(21.17662842877182+70.42756392323327j)
220,610.94,(-54.9999999999999+1.981610225917706e-14j),(104.11956564081224-42.45364354195689j)
221,613.717,(-53.00000000000002-3.5134581289225614e-14j),(174.92290234810636-130.59221975940255j)
222,616.494,(-48.9999999999999+9.731132245647758e-15j),(-26.711785443822126-84.54392578936013j)
223,619.2710000000001,(-43.99999999999992-7.281009790255953e-15j),(-92.33727521627382+28.554747558023877j)
224,622.048,(-49.000000000000085+3.129648559735694e-14j),(35.41735354741209+30.12160559074698j)
225,624.825,(-54.99999999999997+3.9256399093552976e-15j),(20.852823313051147+64.09543152361438j)
226,627.602,(-55.00000000000004-8.627496087818091e-15j),(170.2928906076151-88.22441122721185j)
227,630.379,(-52.99999999999987-2.790251028465665e-15j),(-69.06537849063842-76.23501308648252j)
228,633.1560000000001,(-49.99999999999992+1.9677492213978004e-14j),(-48.8569456360255-134.7607259867188j)
229,635.933,(-49.00000000000005+2.0141857908540246e-14j),(3.5034403055034886+82.42633586711274j)
230,638.71,(-47.99999999999992+1.6500641237484655e-15j),(-75.58681586040882-20.69730830241737j)
231,641.4870000000001,(-49.0000000000001-1.760391969860408e-14j),(54.506066251844175-47.02285382582849j)
232,644.264,(-49.99999999999992+4.584130466778457e-15j),(31.663854200807247-60.6192569575384j)
233,647.041,(-47.99999999999993+4.102659898167218e-14j),(31.42369226782398-147.3394847149121j)
234,649.818,(-46.99999999999995-9.376108524687768e-15j),(-120.12749783349608-149.1129141328844j)
235,652.595,(-44.000000000000185+2.726944536372299e-14j),(-131.63115704941117-50.82894913776433j)
236,655.3720000000001,(-42.00000000000003-2.5084090209082087e-15j),(113.76628257864064-56.127000987245395j)
237,658.149,(-44.999999999999844+1.1913318740832787e-14j),(51.8991102632694-13.806904993989587j)
238,660.926,(-47.99999999999987+1.4128304129721289e-14j),(-17.920098444658926-201.7535176548131j)
239,663.7030000000001,(-47.00000000000016+1.9528011428098838e-15j),(-63.667749259403955-170.3160049639522j)
240,666.48,(-41.000000000000135+1.8866260183940522e-14j),(-39.97374148126964-93.9531586465848j)
241,669.2570000000001,(-41.00000000000012-8.728370159395901e-15j),(77.40096160651422-67.95024119254892j)
242,672.034,(-38.999999999999915+3.63521691944766e-15j),(114.23329730099738-8.083007083572994j)
243,674.811,(-42.99999999999993-3.5333714040875784e-15j),(103.50480955923429-168.4906261803077j)
244,677.5880000000001,(-41.00000000000015-5.755791138769197e-15j),(77.42868185426062-163.42235465799126j)
245,680.365,(-37.0000000000001-1.747487894814181e-14j),(-51.09019883601135-170.57740060063745j)
246,683.142,(-35.00000000000013-4.6774968969115304e-15j),(177.91379532992374-19.11159662430777j)
247,685.919,(-31.99999999999992-2.0022736756515055e-14j),(53.542173510309084-20.481045489450665j)
248,688.696,(-27.999999999999876+2.013860428345762e-14j),(152.8899884814389-71.98213696846824j)
249,691.4730000000001,(-28.99999999999995+2.3067427406459542e-14j),(125.7439419347165-147.38319264333188j)
250,694.25,(-29.999999999999876+1.877505188849248e-15j),(128.99999999999997-160.99999999999935j)
251,697.027,(-27.000000000000153-8.748582536005598e-15j),(52.143813191271306-23.965502144139577j)
252,699.8040000000001,(-20.999999999999904+6.4728249366624e-16j),(36.96452684179576-32.3370083538823j)
253,702.581,(-17+9.845987842779184e-16j),(144.24395098530658-70.30235491621148j)
254,705.3580000000001,(-15.999999999999885+1.1697524267459552e-14j),(115.6951500528456-64.08350831971197j)
255,708.135,(-19.000000000000078+1.6078415557589605e-14j),(107.40370440437209-121.5243403632638j)
256,710.912,(-18.000000000000146+1.1572100190110458e-14j),(83.6409777962835+59.05148053766895j)
257,713.6890000000001,(-13.999999999999945-1.4784750344410755e-15j),(-12.94262408426205-33.977607923625506j)
258,716.466,(-10.99999999999985-6.496112477855624e-15j),(178.32705214574702-37.52220874037505j)
259,719.243,(-7.000000000000137-3.3155156134966858e-15j),(31.73592130526692+33.0437542400427j)
260,722.02,(-10.000000000000059-9.606796844648144e-15j),(121.90924000761656-58.59248457284014j)
261,724.797,(-8.000000000000135+2.3056770057279253e-14j),(107.9676045886175-50.668936194649696j)
262,727.5740000000001,(-8.999999999999877-1.3577902424824851e-14j),(-23.17531386767721-22.995478319645528j)
263,730.351,(-9.999999999999826-1.5571757968273273e-14j),(51.472775299443626-31.169029436489325j)
264,733.128,(-9.000000000000048+4.121235050705233e-15j),(-16.935703044349964+53.48434961739679j)
265,735.9050000000001,(-9.000000000000055+2.0719652938523743e-14j),(7.541263817828906-70.36460040280512j)
266,738.682,(-10.000000000000131-1.2598246248878243e-14j),(21.560131704923208+74.59367582934034j)
267,741.4590000000001,(-11.999999999999853+2.2744990943831687e-14j),(10.956934227815438-54.26396361240245j)
268,744.236,(-16.999999999999947-5.873867228998966e-15j),(-17.56011208717991-26.259860679425657j)
269,747.013,(-20.000000000000195-3.342918107878368e-15j),(-31.471347147001325-15.900758423451663j)
270,749.7900000000001,(-20+1.6540741266143633e-14j),(32.42563627324949+39.59529531324054j)
271,752.567,(-25.000000000000217-3.0682337636377286e-15j),(-46.45656838287073-67.44512117274238j)
272,755.344,(-27.99999999999989+7.190591334434007e-15j),(-72.39516185701837-105.52531118790786j)
273,758.121,(-37.99999999999993-3.912939494534835e-15j),(-47.16872184037432-82.97920996809607j)
274,760.898,(-41.00000000000007+2.0505771241785104e-14j),(-70.40902638455442-144.33116442567854j)
275,763.6750000000001,(-49.99999999999997+1.952821753240735e-14j),(84.28439640087582-72.69554198678061j)
276,766.452,(-54.00000000000006+4.370636505455526e-15j),(19.88582797753513-24.287540171422094j)
277,769.229,(-58.999999999999886+3.8203135656480056e-14j),(64.62142326172807-156.83652528789773j)
278,772.0060000000001,(-67.99999999999991+1.014399880582529e-14j),(74.39043599350691-128.37531572038196j)
279,774.783,(-78.00000000000006+4.145008647275682e-14j),(-32.8255012493335-178.87853580989065j)
280,777.5600000000001,(-85.99999999999997+7.341594274954728e-15j),(-9.793085802906432-2.7136075759027705j)
281,780.337,(-96.00000000000009+2.845677682977071e-14j),(0.0032340337215330806-77.25301634314192j)
282,783.114,(-104.99999999999991-1.023147068436198e-14j),(117.19087256711134-121.30613523013278j)
283,785.8910000000001,(-112.99999999999991+1.4531294099236846e-14j),(105.91043076249804-49.911681994709j)
284,788.668,(-120.99999999999994+1.1833742412289502e-14j),(75.56400422692332-184.90087377734778j)
285,791.445,(-134.00000000000017-1.8294947168298523e-14j),(108.60611327101677-63.60609455837265j)
286,794.2220000000001,(-148.00000000000009+4.416124600053991e-15j),(63.58947584550131-5.340997858261943j)
